participant_id,survey_source,topic,state,year,state_year_topic,perception,owner_party,own_013,cond1_z,cond2_z,condition_index_z,net_gub_approve_z,condition_1,condition_2,pid,gub_copartisan,owning_party_governor,copartisan_owned_governor,ideo3,white,black,male,bachelors,age_group,weight
abc02261,abc02_budget,Budget,MD,2002,MD_2002_Budget,1,R,0,-0.074363875,0.182111795,0.064009663,-0.387326517,pct_drop_revenue,total_balance_days,NA,NA,0,NA,2,1,0,0,0,2,1.4259
abc022611,abc02_budget,Budget,FL,2002,FL_2002_Budget,1,R,3,-0.624993696,0.390693492,-0.139190411,0.189247003,pct_drop_revenue,total_balance_days,2,0,1,0,3,1,0,1,0,1,0.9973
abc022613,abc02_budget,Budget,FL,2002,FL_2002_Budget,0,R,3,-0.624993696,0.390693492,-0.139190411,0.189247003,pct_drop_revenue,total_balance_days,3,1,1,1,2,0,1,1,0,1,2.0826
abc022614,abc02_budget,Budget,VA,2002,VA_2002_Budget,0,R,1,-1.240841055,-0.081327703,-0.78545904,0.19372938,pct_drop_revenue,total_balance_days,1,1,0,0,3,1,0,1,1,2,0.7806
abc022617,abc02_budget,Budget,NY,2002,NY_2002_Budget,0,R,2,-0.351405723,-0.319227028,-0.398401908,1.24481034,pct_drop_revenue,total_balance_days,3,1,1,1,3,1,0,0,1,2,0.5404
abc022624,abc02_budget,Budget,WV,2002,WV_2002_Budget,0,R,0,0.490606757,0.292351777,0.465131137,1.572825062,pct_drop_revenue,total_balance_days,1,1,0,0,2,1,0,1,0,2,1.0866
abc022629,abc02_budget,Budget,SC,2002,SC_2002_Budget,0,R,1,0.715550537,-0.463116392,0.149963217,0.057372467,pct_drop_revenue,total_balance_days,1,1,0,0,2,1,0,0,0,2,0.5404
abc022633,abc02_budget,Budget,TN,2002,TN_2002_Budget,0,R,2,-0.058905759,-0.31754452,-0.223637317,0.793088141,pct_drop_revenue,total_balance_days,3,1,1,1,3,1,0,1,0,2,1.0866
abc022635,abc02_budget,Budget,VA,2002,VA_2002_Budget,0,R,1,-1.240841055,-0.081327703,-0.78545904,0.19372938,pct_drop_revenue,total_balance_days,2,0,0,0,3,0,1,0,0,2,1.1647
abc022636,abc02_budget,Budget,OH,2002,OH_2002_Budget,0,R,3,-1.595308777,-0.321423599,-1.138670658,1.302223723,pct_drop_revenue,total_balance_days,1,0,1,0,1,1,0,0,0,2,0.5404
abc02264,abc02_budget,Budget,GA,2002,GA_2002_Budget,0,R,0,-1.263163677,1.156410437,-0.063418756,0.924124915,pct_drop_revenue,total_balance_days,1,1,0,0,3,1,0,1,0,3,0.7405
abc022645,abc02_budget,Budget,NY,2002,NY_2002_Budget,1,R,2,-0.351405723,-0.319227028,-0.398401908,1.24481034,pct_drop_revenue,total_balance_days,1,0,1,0,3,0,1,0,0,2,1.3524
abc022646,abc02_budget,Budget,GA,2002,GA_2002_Budget,1,R,0,-1.263163677,1.156410437,-0.063418756,0.924124915,pct_drop_revenue,total_balance_days,2,0,0,0,2,1,0,1,0,2,1.0591
abc022647,abc02_budget,Budget,NY,2002,NY_2002_Budget,0,R,2,-0.351405723,-0.319227028,-0.398401908,1.24481034,pct_drop_revenue,total_balance_days,3,1,1,1,2,1,0,1,0,3,0.7405
abc022648,abc02_budget,Budget,NY,2002,NY_2002_Budget,0,R,2,-0.351405723,-0.319227028,-0.398401908,1.24481034,pct_drop_revenue,total_balance_days,2,0,1,0,2,1,0,1,1,3,0.7405
abc022653,abc02_budget,Budget,ME,2002,ME_2002_Budget,0,R,1,-1.064118055,-0.429042966,-0.887040186,0.607184448,pct_drop_revenue,total_balance_days,1,0,0,0,2,1,0,0,1,2,0.8731
abc022657,abc02_budget,Budget,VA,2002,VA_2002_Budget,0,R,1,-1.240841055,-0.081327703,-0.78545904,0.19372938,pct_drop_revenue,total_balance_days,3,0,0,0,1,1,0,0,1,2,0.5404
abc022659,abc02_budget,Budget,NY,2002,NY_2002_Budget,0,R,2,-0.351405723,-0.319227028,-0.398401908,1.24481034,pct_drop_revenue,total_balance_days,2,0,1,0,2,1,0,1,1,2,0.7806
abc022660,abc02_budget,Budget,NH,2002,NH_2002_Budget,1,R,1,0.606545396,-0.85895736,-0.149950041,-0.04785603,pct_drop_revenue,total_balance_days,3,0,0,0,1,1,0,1,0,1,1.127
abc022663,abc02_budget,Budget,NY,2002,NY_2002_Budget,0,R,2,-0.351405723,-0.319227028,-0.398401908,1.24481034,pct_drop_revenue,total_balance_days,1,0,1,0,2,0,0,1,1,1,0.9973
abc022667,abc02_budget,Budget,NY,2002,NY_2002_Budget,0,R,2,-0.351405723,-0.319227028,-0.398401908,1.24481034,pct_drop_revenue,total_balance_days,3,1,1,1,3,0,0,1,0,1,1.127
abc02267,abc02_budget,Budget,KY,2002,KY_2002_Budget,0,R,1,-0.858934831,-0.523681513,-0.821369056,-1.200633155,pct_drop_revenue,total_balance_days,3,0,0,0,2,1,0,1,1,1,0.9973
abc022671,abc02_budget,Budget,MI,2002,MI_2002_Budget,0,R,3,-0.957847805,-0.286995771,-0.739522571,0.096148546,pct_drop_revenue,total_balance_days,3,1,1,1,3,1,0,1,0,1,0.9973
abc022675,abc02_budget,Budget,MI,2002,MI_2002_Budget,0,R,3,-0.957847805,-0.286995771,-0.739522571,0.096148546,pct_drop_revenue,total_balance_days,1,0,1,0,2,1,0,1,1,1,0.9973
abc022679,abc02_budget,Budget,NC,2002,NC_2002_Budget,0,R,0,-1.067829805,-0.552319998,-0.962480243,0.81475583,pct_drop_revenue,total_balance_days,3,0,0,0,3,1,0,0,1,2,0.8731
abc022682,abc02_budget,Budget,MD,2002,MD_2002_Budget,0,R,0,-0.074363875,0.182111795,0.064009663,-0.387326517,pct_drop_revenue,total_balance_days,3,0,0,0,3,1,0,0,1,1,0.9464
abc022685,abc02_budget,Budget,MI,2002,MI_2002_Budget,0,R,3,-0.957847805,-0.286995771,-0.739522571,0.096148546,pct_drop_revenue,total_balance_days,2,0,1,0,2,1,0,0,0,3,1.1443
abc02269,abc02_budget,Budget,NC,2002,NC_2002_Budget,0,R,0,-1.067829805,-0.552319998,-0.962480243,0.81475583,pct_drop_revenue,total_balance_days,1,1,0,0,1,1,0,1,0,1,1.127
abc022691,abc02_budget,Budget,NH,2002,NH_2002_Budget,0,R,1,0.606545396,-0.85895736,-0.149950041,-0.04785603,pct_drop_revenue,total_balance_days,3,0,0,0,3,NA,NA,1,1,2,0.6659
abc022692,abc02_budget,Budget,FL,2002,FL_2002_Budget,0,R,3,-0.624993696,0.390693492,-0.139190411,0.189247003,pct_drop_revenue,total_balance_days,3,1,1,1,2,1,0,0,0,3,1.1443
abc022696,abc02_budget,Budget,NC,2002,NC_2002_Budget,0,R,0,-1.067829805,-0.552319998,-0.962480243,0.81475583,pct_drop_revenue,total_balance_days,3,0,0,0,1,0,1,1,0,2,1.2445
abc022700,abc02_budget,Budget,MA,2002,MA_2002_Budget,0,R,2,-0.841293627,0.018162852,-0.488996207,0.409468509,pct_drop_revenue,total_balance_days,3,1,1,1,3,1,0,0,1,2,0.8731
abc022701,abc02_budget,Budget,MI,2002,MI_2002_Budget,1,R,3,-0.957847805,-0.286995771,-0.739522571,0.096148546,pct_drop_revenue,total_balance_days,3,1,1,1,2,1,0,1,0,2,1.0591
abc022703,abc02_budget,Budget,GA,2002,GA_2002_Budget,1,R,0,-1.263163677,1.156410437,-0.063418756,0.924124915,pct_drop_revenue,total_balance_days,3,0,0,0,3,1,0,0,1,2,0.8731
abc022704,abc02_budget,Budget,RI,2002,RI_2002_Budget,0,R,2,-1.308368438,-0.119042135,-0.847979905,0.515071742,pct_drop_revenue,total_balance_days,1,0,1,0,2,1,0,0,0,2,1.032
abc022705,abc02_budget,Budget,NC,2002,NC_2002_Budget,0,R,0,-1.067829805,-0.552319998,-0.962480243,0.81475583,pct_drop_revenue,total_balance_days,1,1,0,0,3,1,0,0,1,2,0.5404
abc022706,abc02_budget,Budget,FL,2002,FL_2002_Budget,0,R,3,-0.624993696,0.390693492,-0.139190411,0.189247003,pct_drop_revenue,total_balance_days,1,0,1,0,1,0,1,0,0,3,2.5398
abc022709,abc02_budget,Budget,MA,2002,MA_2002_Budget,0,R,2,-0.841293627,0.018162852,-0.488996207,0.409468509,pct_drop_revenue,total_balance_days,1,0,1,0,2,0,1,1,0,2,1.0667
abc022715,abc02_budget,Budget,KY,2002,KY_2002_Budget,1,R,1,-0.858934831,-0.523681513,-0.821369056,-1.200633155,pct_drop_revenue,total_balance_days,1,1,0,0,1,0,1,0,1,2,1.1647
abc022716,abc02_budget,Budget,NY,2002,NY_2002_Budget,1,R,2,-0.351405723,-0.319227028,-0.398401908,1.24481034,pct_drop_revenue,total_balance_days,1,0,1,0,2,1,0,1,1,1,0.9973
abc02272,abc02_budget,Budget,NY,2002,NY_2002_Budget,0,R,2,-0.351405723,-0.319227028,-0.398401908,1.24481034,pct_drop_revenue,total_balance_days,3,1,1,1,3,1,0,0,0,2,1.0641
abc022720,abc02_budget,Budget,MI,2002,MI_2002_Budget,0,R,3,-0.957847805,-0.286995771,-0.739522571,0.096148546,pct_drop_revenue,total_balance_days,1,0,1,0,2,1,0,0,1,2,0.8731
abc022724,abc02_budget,Budget,TN,2002,TN_2002_Budget,0,R,2,-0.058905759,-0.31754452,-0.223637317,0.793088141,pct_drop_revenue,total_balance_days,1,0,1,0,3,1,0,0,0,2,1.032
abc022726,abc02_budget,Budget,PA,2002,PA_2002_Budget,0,R,3,-1.012161407,-0.489116205,-0.891861998,1.467746736,pct_drop_revenue,total_balance_days,3,1,1,1,3,1,0,0,0,1,0.9464
abc022730,abc02_budget,Budget,ME,2002,ME_2002_Budget,0,R,1,-1.064118055,-0.429042966,-0.887040186,0.607184448,pct_drop_revenue,total_balance_days,1,0,0,0,1,1,0,0,1,2,0.5404
abc022732,abc02_budget,Budget,VA,2002,VA_2002_Budget,0,R,1,-1.240841055,-0.081327703,-0.78545904,0.19372938,pct_drop_revenue,total_balance_days,3,0,0,0,3,1,0,1,0,2,0.6659
abc022733,abc02_budget,Budget,NC,2002,NC_2002_Budget,0,R,0,-1.067829805,-0.552319998,-0.962480243,0.81475583,pct_drop_revenue,total_balance_days,3,0,0,0,1,1,0,0,1,1,0.9464
abc022734,abc02_budget,Budget,MD,2002,MD_2002_Budget,0,R,0,-0.074363875,0.182111795,0.064009663,-0.387326517,pct_drop_revenue,total_balance_days,3,0,0,0,3,1,0,1,0,2,1.0866
abc022737,abc02_budget,Budget,NJ,2002,NJ_2002_Budget,0,R,1,-1.732174769,-0.429819349,-1.284372976,-1.25344809,pct_drop_revenue,total_balance_days,1,1,0,0,1,1,0,0,1,2,0.8731
abc022739,abc02_budget,Budget,IN,2002,IN_2002_Budget,0,R,1,-0.143972543,-0.294644565,-0.260568683,0.421978336,pct_drop_revenue,total_balance_days,2,0,0,0,2,1,0,0,0,2,1.0641
abc02274,abc02_budget,Budget,MI,2002,MI_2002_Budget,0,R,3,-0.957847805,-0.286995771,-0.739522571,0.096148546,pct_drop_revenue,total_balance_days,1,0,1,0,3,1,0,1,0,2,0.6659
abc022743,abc02_budget,Budget,SC,2002,SC_2002_Budget,1,R,1,0.715550537,-0.463116392,0.149963217,0.057372467,pct_drop_revenue,total_balance_days,3,0,0,0,2,1,0,1,0,2,1.0591
abc022745,abc02_budget,Budget,OH,2002,OH_2002_Budget,0,R,3,-1.595308777,-0.321423599,-1.138670658,1.302223723,pct_drop_revenue,total_balance_days,3,1,1,1,3,1,0,1,1,1,0.9973
abc02275,abc02_budget,Budget,MD,2002,MD_2002_Budget,0,R,0,-0.074363875,0.182111795,0.064009663,-0.387326517,pct_drop_revenue,total_balance_days,1,1,0,0,2,1,0,1,1,2,0.6659
abc022753,abc02_budget,Budget,MD,2002,MD_2002_Budget,0,R,0,-0.074363875,0.182111795,0.064009663,-0.387326517,pct_drop_revenue,total_balance_days,2,0,0,0,1,1,0,1,0,2,0.6659
abc022759,abc02_budget,Budget,IN,2002,IN_2002_Budget,0,R,1,-0.143972543,-0.294644565,-0.260568683,0.421978336,pct_drop_revenue,total_balance_days,3,0,0,0,3,1,0,1,0,2,0.7806
abc022761,abc02_budget,Budget,IN,2002,IN_2002_Budget,1,R,1,-0.143972543,-0.294644565,-0.260568683,0.421978336,pct_drop_revenue,total_balance_days,3,0,0,0,1,1,0,1,0,2,1.0591
abc022763,abc02_budget,Budget,SC,2002,SC_2002_Budget,0,R,1,0.715550537,-0.463116392,0.149963217,0.057372467,pct_drop_revenue,total_balance_days,3,0,0,0,3,1,0,0,1,2,0.8731
abc022768,abc02_budget,Budget,RI,2002,RI_2002_Budget,0,R,2,-1.308368438,-0.119042135,-0.847979905,0.515071742,pct_drop_revenue,total_balance_days,1,0,1,0,1,1,0,0,1,2,0.8731
abc022776,abc02_budget,Budget,TX,2002,TX_2002_Budget,0,R,2,-1.677994995,0.493980846,-0.703385714,-0.304027244,pct_drop_revenue,total_balance_days,3,1,1,1,1,1,0,0,1,1,0.9464
abc022784,abc02_budget,Budget,MN,2002,MN_2002_Budget,0,R,1,-1.29736837,0.279435957,-0.604721757,-0.889772174,pct_drop_revenue,total_balance_days,1,0,0,0,2,1,0,1,0,2,1.0591
abc022785,abc02_budget,Budget,TN,2002,TN_2002_Budget,0,R,2,-0.058905759,-0.31754452,-0.223637317,0.793088141,pct_drop_revenue,total_balance_days,1,0,1,0,2,1,0,1,0,1,1.127
abc022788,abc02_budget,Budget,TX,2002,TX_2002_Budget,1,R,2,-1.677994995,0.493980846,-0.703385714,-0.304027244,pct_drop_revenue,total_balance_days,3,1,1,1,3,0,1,1,0,1,1.1048
abc022790,abc02_budget,Budget,TX,2002,TX_2002_Budget,0,R,2,-1.677994995,0.493980846,-0.703385714,-0.304027244,pct_drop_revenue,total_balance_days,3,1,1,1,3,1,0,0,0,2,0.8731
abc022797,abc02_budget,Budget,IL,2002,IL_2002_Budget,0,R,2,-0.892264271,-0.355440796,-0.741222493,-0.751782675,pct_drop_revenue,total_balance_days,1,0,1,0,2,0,0,1,1,1,0.9973
abc022799,abc02_budget,Budget,KS,2002,KS_2002_Budget,0,R,3,0.339423933,-0.52941669,-0.112868745,0.512977509,pct_drop_revenue,total_balance_days,3,1,1,1,2,1,0,0,0,1,0.9464
abc0228,abc02_budget,Budget,NC,2002,NC_2002_Budget,0,R,0,-1.067829805,-0.552319998,-0.962480243,0.81475583,pct_drop_revenue,total_balance_days,1,1,0,0,2,0,1,0,0,2,1.0972
abc022800,abc02_budget,Budget,NH,2002,NH_2002_Budget,0,R,1,0.606545396,-0.85895736,-0.149950041,-0.04785603,pct_drop_revenue,total_balance_days,2,0,0,0,2,1,0,1,0,1,0.9973
abc022802,abc02_budget,Budget,TN,2002,TN_2002_Budget,0,R,2,-0.058905759,-0.31754452,-0.223637317,0.793088141,pct_drop_revenue,total_balance_days,3,1,1,1,2,1,0,1,1,1,0.9973
abc02281,abc02_budget,Budget,MA,2002,MA_2002_Budget,0,R,2,-0.841293627,0.018162852,-0.488996207,0.409468509,pct_drop_revenue,total_balance_days,1,0,1,0,1,1,0,1,0,2,1.0866
abc022810,abc02_budget,Budget,TX,2002,TX_2002_Budget,0,R,2,-1.677994995,0.493980846,-0.703385714,-0.304027244,pct_drop_revenue,total_balance_days,1,0,1,0,2,1,0,0,1,2,0.5404
abc022812,abc02_budget,Budget,TN,2002,TN_2002_Budget,0,R,2,-0.058905759,-0.31754452,-0.223637317,0.793088141,pct_drop_revenue,total_balance_days,3,1,1,1,1,1,0,1,0,2,1.0866
abc022817,abc02_budget,Budget,IA,2002,IA_2002_Budget,0,R,1,-0.833726168,-0.032812258,-0.514783333,-0.232820124,pct_drop_revenue,total_balance_days,1,1,0,0,2,1,0,0,0,3,1.1443
abc022822,abc02_budget,Budget,LA,2002,LA_2002_Budget,1,R,2,-0.389173115,-0.142633355,-0.315929564,NA,pct_drop_revenue,total_balance_days,1,0,1,0,1,1,0,0,1,2,0.5404
abc022832,abc02_budget,Budget,LA,2002,LA_2002_Budget,0,R,2,-0.389173115,-0.142633355,-0.315929564,NA,pct_drop_revenue,total_balance_days,2,0,1,0,3,1,0,1,1,3,0.7405
abc022835,abc02_budget,Budget,AR,2002,AR_2002_Budget,0,R,2,-0.597901232,-0.55492359,-0.684857112,1.286294077,pct_drop_revenue,total_balance_days,3,1,1,1,3,1,0,1,1,3,0.7405
abc022839,abc02_budget,Budget,MN,2002,MN_2002_Budget,0,R,1,-1.29736837,0.279435957,-0.604721757,-0.889772174,pct_drop_revenue,total_balance_days,1,0,0,0,1,1,0,0,1,2,0.8731
abc022842,abc02_budget,Budget,OK,2002,OK_2002_Budget,0,R,2,0.225021828,-0.279193506,-0.032181697,NA,pct_drop_revenue,total_balance_days,3,1,1,1,3,1,0,1,1,2,0.7806
abc022845,abc02_budget,Budget,OK,2002,OK_2002_Budget,0,R,2,0.225021828,-0.279193506,-0.032181697,NA,pct_drop_revenue,total_balance_days,3,1,1,1,2,1,0,0,1,2,0.5404
abc022847,abc02_budget,Budget,TX,2002,TX_2002_Budget,0,R,2,-1.677994995,0.493980846,-0.703385714,-0.304027244,pct_drop_revenue,total_balance_days,1,0,1,0,3,1,0,1,0,1,1.127
abc022848,abc02_budget,Budget,IL,2002,IL_2002_Budget,0,R,2,-0.892264271,-0.355440796,-0.741222493,-0.751782675,pct_drop_revenue,total_balance_days,3,1,1,1,2,1,0,1,1,2,0.6659
abc022854,abc02_budget,Budget,MO,2002,MO_2002_Budget,0,R,1,-0.675776572,0.227163951,-0.266506704,-0.327703633,pct_drop_revenue,total_balance_days,3,0,0,0,3,1,0,1,0,1,0.9973
abc022856,abc02_budget,Budget,TX,2002,TX_2002_Budget,0,R,2,-1.677994995,0.493980846,-0.703385714,-0.304027244,pct_drop_revenue,total_balance_days,1,0,1,0,1,1,0,0,0,2,1.0641
abc022857,abc02_budget,Budget,TX,2002,TX_2002_Budget,0,R,2,-1.677994995,0.493980846,-0.703385714,-0.304027244,pct_drop_revenue,total_balance_days,3,1,1,1,3,1,0,1,0,3,0.7405
abc022863,abc02_budget,Budget,TX,2002,TX_2002_Budget,0,R,2,-1.677994995,0.493980846,-0.703385714,-0.304027244,pct_drop_revenue,total_balance_days,3,1,1,1,2,1,0,0,1,2,0.5404
abc022870,abc02_budget,Budget,IA,2002,IA_2002_Budget,0,R,1,-0.833726168,-0.032812258,-0.514783333,-0.232820124,pct_drop_revenue,total_balance_days,1,1,0,0,2,1,0,1,1,2,0.6659
abc022871,abc02_budget,Budget,LA,2002,LA_2002_Budget,0,R,2,-0.389173115,-0.142633355,-0.315929564,NA,pct_drop_revenue,total_balance_days,1,0,1,0,2,1,0,1,1,1,0.9973
abc022873,abc02_budget,Budget,MO,2002,MO_2002_Budget,1,R,1,-0.675776572,0.227163951,-0.266506704,-0.327703633,pct_drop_revenue,total_balance_days,1,1,0,0,1,1,0,1,1,2,0.7806
abc022874,abc02_budget,Budget,AR,2002,AR_2002_Budget,0,R,2,-0.597901232,-0.55492359,-0.684857112,1.286294077,pct_drop_revenue,total_balance_days,1,0,1,0,2,1,0,0,0,3,1.1443
abc022876,abc02_budget,Budget,OK,2002,OK_2002_Budget,1,R,2,0.225021828,-0.279193506,-0.032181697,NA,pct_drop_revenue,total_balance_days,1,0,1,0,3,0,0,1,1,1,0.9973
abc022881,abc02_budget,Budget,IL,2002,IL_2002_Budget,0,R,2,-0.892264271,-0.355440796,-0.741222493,-0.751782675,pct_drop_revenue,total_balance_days,1,0,1,0,2,1,0,0,1,2,0.5404
abc022883,abc02_budget,Budget,OK,2002,OK_2002_Budget,0,R,2,0.225021828,-0.279193506,-0.032181697,NA,pct_drop_revenue,total_balance_days,3,1,1,1,2,1,0,1,0,2,2.362
abc022888,abc02_budget,Budget,MO,2002,MO_2002_Budget,1,R,1,-0.675776572,0.227163951,-0.266506704,-0.327703633,pct_drop_revenue,total_balance_days,NA,NA,0,NA,3,1,0,1,0,3,4.1145
abc022891,abc02_budget,Budget,MO,2002,MO_2002_Budget,0,R,1,-0.675776572,0.227163951,-0.266506704,-0.327703633,pct_drop_revenue,total_balance_days,1,1,0,0,2,1,0,1,0,2,0.7806
abc022894,abc02_budget,Budget,MN,2002,MN_2002_Budget,0,R,1,-1.29736837,0.279435957,-0.604721757,-0.889772174,pct_drop_revenue,total_balance_days,3,0,0,0,2,1,0,1,1,3,0.7405
abc02290,abc02_budget,Budget,MA,2002,MA_2002_Budget,0,R,2,-0.841293627,0.018162852,-0.488996207,0.409468509,pct_drop_revenue,total_balance_days,1,0,1,0,2,1,0,0,1,2,0.8731
abc022903,abc02_budget,Budget,MS,2002,MS_2002_Budget,0,R,0,-0.274319486,-0.241865976,-0.306649612,0.480088725,pct_drop_revenue,total_balance_days,3,0,0,0,1,1,0,1,1,1,0.9973
abc022905,abc02_budget,Budget,AL,2002,AL_2002_Budget,0,R,0,-0.783302399,-0.05952913,-0.500699808,-0.120499412,pct_drop_revenue,total_balance_days,3,0,0,0,3,1,0,0,1,2,0.8731
abc022917,abc02_budget,Budget,OH,2002,OH_2002_Budget,0,R,3,-1.595308777,-0.321423599,-1.138670658,1.302223723,pct_drop_revenue,total_balance_days,2,0,1,0,2,1,0,0,0,1,0.9464
abc022918,abc02_budget,Budget,NC,2002,NC_2002_Budget,0,R,0,-1.067829805,-0.552319998,-0.962480243,0.81475583,pct_drop_revenue,total_balance_days,2,0,0,0,2,1,0,0,1,2,0.5404
abc022923,abc02_budget,Budget,NY,2002,NY_2002_Budget,0,R,2,-0.351405723,-0.319227028,-0.398401908,1.24481034,pct_drop_revenue,total_balance_days,3,1,1,1,2,1,0,1,1,2,0.7806
abc022924,abc02_budget,Budget,TX,2002,TX_2002_Budget,0,R,2,-1.677994995,0.493980846,-0.703385714,-0.304027244,pct_drop_revenue,total_balance_days,3,1,1,1,2,1,0,1,1,3,0.7405
abc022926,abc02_budget,Budget,NY,2002,NY_2002_Budget,0,R,2,-0.351405723,-0.319227028,-0.398401908,1.24481034,pct_drop_revenue,total_balance_days,3,1,1,1,2,0,1,0,0,2,1.0972
abc02293,abc02_budget,Budget,SC,2002,SC_2002_Budget,0,R,1,0.715550537,-0.463116392,0.149963217,0.057372467,pct_drop_revenue,total_balance_days,3,0,0,0,3,1,0,1,0,2,1.0591
abc022930,abc02_budget,Budget,MA,2002,MA_2002_Budget,0,R,2,-0.841293627,0.018162852,-0.488996207,0.409468509,pct_drop_revenue,total_balance_days,3,1,1,1,2,0,0,0,0,1,0.9464
abc022931,abc02_budget,Budget,DC,2002,DC_2002_Budget,0,R,NA,NA,NA,NA,NA,pct_drop_revenue,total_balance_days,1,NA,NA,NA,2,0,0,1,1,3,0.7405
abc022934,abc02_budget,Budget,KY,2002,KY_2002_Budget,0,R,1,-0.858934831,-0.523681513,-0.821369056,-1.200633155,pct_drop_revenue,total_balance_days,1,1,0,0,2,0,1,1,0,2,1.0667
abc022935,abc02_budget,Budget,PA,2002,PA_2002_Budget,1,R,3,-1.012161407,-0.489116205,-0.891861998,1.467746736,pct_drop_revenue,total_balance_days,1,0,1,0,2,1,0,0,0,3,1.1443
abc022939,abc02_budget,Budget,TN,2002,TN_2002_Budget,0,R,2,-0.058905759,-0.31754452,-0.223637317,0.793088141,pct_drop_revenue,total_balance_days,3,1,1,1,3,1,0,0,0,2,0.5404
abc022943,abc02_budget,Budget,TX,2002,TX_2002_Budget,0,R,2,-1.677994995,0.493980846,-0.703385714,-0.304027244,pct_drop_revenue,total_balance_days,NA,NA,1,NA,2,NA,NA,0,NA,NA,0.9464
abc022947,abc02_budget,Budget,MD,2002,MD_2002_Budget,1,R,0,-0.074363875,0.182111795,0.064009663,-0.387326517,pct_drop_revenue,total_balance_days,1,1,0,0,2,1,0,0,1,2,0.5404
abc022952,abc02_budget,Budget,TX,2002,TX_2002_Budget,1,R,2,-1.677994995,0.493980846,-0.703385714,-0.304027244,pct_drop_revenue,total_balance_days,3,1,1,1,3,1,0,0,0,2,1.0641
abc022956,abc02_budget,Budget,PA,2002,PA_2002_Budget,0,R,3,-1.012161407,-0.489116205,-0.891861998,1.467746736,pct_drop_revenue,total_balance_days,3,1,1,1,3,1,0,1,0,2,1.0866
abc022958,abc02_budget,Budget,PA,2002,PA_2002_Budget,1,R,3,-1.012161407,-0.489116205,-0.891861998,1.467746736,pct_drop_revenue,total_balance_days,1,0,1,0,1,0,1,0,1,2,1.3524
abc022965,abc02_budget,Budget,TN,2002,TN_2002_Budget,0,R,2,-0.058905759,-0.31754452,-0.223637317,0.793088141,pct_drop_revenue,total_balance_days,3,1,1,1,2,1,0,1,1,2,0.7806
abc022967,abc02_budget,Budget,MD,2002,MD_2002_Budget,1,R,0,-0.074363875,0.182111795,0.064009663,-0.387326517,pct_drop_revenue,total_balance_days,3,0,0,0,2,1,0,1,1,3,0.7405
abc022972,abc02_budget,Budget,OH,2002,OH_2002_Budget,1,R,3,-1.595308777,-0.321423599,-1.138670658,1.302223723,pct_drop_revenue,total_balance_days,3,1,1,1,3,1,0,1,0,1,1.127
abc022981,abc02_budget,Budget,FL,2002,FL_2002_Budget,0,R,3,-0.624993696,0.390693492,-0.139190411,0.189247003,pct_drop_revenue,total_balance_days,3,1,1,1,2,1,0,0,1,2,0.5404
abc022990,abc02_budget,Budget,GA,2002,GA_2002_Budget,0,R,0,-1.263163677,1.156410437,-0.063418756,0.924124915,pct_drop_revenue,total_balance_days,1,1,0,0,1,0,0,0,0,1,0.8477
abc022991,abc02_budget,Budget,GA,2002,GA_2002_Budget,0,R,0,-1.263163677,1.156410437,-0.063418756,0.924124915,pct_drop_revenue,total_balance_days,3,0,0,0,1,1,0,0,0,2,0.8731
abc022993,abc02_budget,Budget,PA,2002,PA_2002_Budget,0,R,3,-1.012161407,-0.489116205,-0.891861998,1.467746736,pct_drop_revenue,total_balance_days,3,1,1,1,2,1,0,1,0,3,0.7405
abc022995,abc02_budget,Budget,PA,2002,PA_2002_Budget,0,R,3,-1.012161407,-0.489116205,-0.891861998,1.467746736,pct_drop_revenue,total_balance_days,3,1,1,1,3,1,0,1,0,2,0.6659
abc022996,abc02_budget,Budget,MI,2002,MI_2002_Budget,0,R,3,-0.957847805,-0.286995771,-0.739522571,0.096148546,pct_drop_revenue,total_balance_days,1,0,1,0,3,1,0,0,0,2,1.032
abc023001,abc02_budget,Budget,NC,2002,NC_2002_Budget,0,R,0,-1.067829805,-0.552319998,-0.962480243,0.81475583,pct_drop_revenue,total_balance_days,3,0,0,0,3,1,0,1,0,1,3.7716
abc023002,abc02_budget,Budget,VA,2002,VA_2002_Budget,0,R,1,-1.240841055,-0.081327703,-0.78545904,0.19372938,pct_drop_revenue,total_balance_days,1,1,0,0,3,0,1,0,0,2,1.0972
abc023008,abc02_budget,Budget,VA,2002,VA_2002_Budget,0,R,1,-1.240841055,-0.081327703,-0.78545904,0.19372938,pct_drop_revenue,total_balance_days,1,1,0,0,2,1,0,0,1,1,0.9464
abc023015,abc02_budget,Budget,NY,2002,NY_2002_Budget,0,R,2,-0.351405723,-0.319227028,-0.398401908,1.24481034,pct_drop_revenue,total_balance_days,1,0,1,0,2,0,1,0,0,2,1.0972
abc023017,abc02_budget,Budget,IN,2002,IN_2002_Budget,1,R,1,-0.143972543,-0.294644565,-0.260568683,0.421978336,pct_drop_revenue,total_balance_days,3,0,0,0,3,1,0,1,0,1,1.127
abc023021,abc02_budget,Budget,OH,2002,OH_2002_Budget,0,R,3,-1.595308777,-0.321423599,-1.138670658,1.302223723,pct_drop_revenue,total_balance_days,3,1,1,1,3,1,0,1,0,3,0.7405
abc023025,abc02_budget,Budget,SC,2002,SC_2002_Budget,1,R,1,0.715550537,-0.463116392,0.149963217,0.057372467,pct_drop_revenue,total_balance_days,3,0,0,0,2,1,0,0,0,2,1.0641
